info,year,title
"{'actors': ['Chris Messina', 'Caroline Dhavernas', 'Bokeem Woodbine'], 'release_date': '2010-09-16T00:00:00Z', 'plot': 'A group of people are trapped in an elevator and the Devil is mysteriously amongst them.', 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTgxMTI1OTY2N15BMl5BanBnXkFtZTcwMzY3NTU2Mw@@._V1_SX400_.jpg', 'directors': ['John Erick Dowdle'], 'rating': Decimal('6.2'), 'rank': Decimal('1737'), 'running_time_secs': Decimal('4800')}",2010,Devil
"{'actors': ['Zachary Gordon', 'Robert Capron', 'Rachael Harris'], 'release_date': '2010-03-18T00:00:00Z', 'plot': ""Live-action adaptation of Jeff Kinney's illustrated novel about a wise-cracking sixth grade student."", 'genres': ['Comedy', 'Family'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg3NzQ2NDgyNF5BMl5BanBnXkFtZTcwMDc1NzIyMw@@._V1_SX400_.jpg', 'directors': ['Thor Freudenthal'], 'rating': Decimal('6.1'), 'rank': Decimal('1665'), 'running_time_secs': Decimal('5640')}",2010,Diary of a Wimpy Kid
"{'actors': ['Steve Carell', 'Paul Rudd', 'Stephanie Szostak'], 'release_date': '2010-07-30T00:00:00Z', 'plot': ""When he finds out that his work superiors host a dinner celebrating the idiocy of their guests, a rising executive questions it when he's invited, just as he befriends a man who would be the perfect guest."", 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BOTk5MTYzNTIyMl5BMl5BanBnXkFtZTcwOTM3MTQ2Mw@@._V1_SX400_.jpg', 'directors': ['Jay Roach'], 'rating': Decimal('5.8'), 'rank': Decimal('1178'), 'running_time_secs': Decimal('6840')}",2010,Dinner for Schmucks
"{'actors': ['Adam Butcher', 'Shane Kippel', 'Mateo Morales'], 'release_date': '2010-04-24T00:00:00Z', 'plot': 'Three juvenile delinquents arrive at a correctional center and are put under the care of an experienced guard.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM0NDY2ODEzNF5BMl5BanBnXkFtZTcwNTcxMDg2Mw@@._V1_SX400_.jpg', 'directors': ['Kim Chapiron'], 'rating': Decimal('6.9'), 'rank': Decimal('3217'), 'running_time_secs': Decimal('5460')}",2010,Dog Pound
"{'actors': ['Katie Holmes', 'Guy Pearce', 'Bailee Madison'], 'release_date': '2010-11-06T00:00:00Z', 'plot': 'A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.', 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYwMDk4ODU0OV5BMl5BanBnXkFtZTcwMDY2NDE0Ng@@._V1_SX400_.jpg', 'directors': ['Troy Nixey'], 'rating': Decimal('5.5'), 'rank': Decimal('1722'), 'running_time_secs': Decimal('5940')}",2010,Don't Be Afraid of the Dark
"{'actors': ['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan'], 'release_date': '2010-10-31T00:00:00Z', 'plot': ""High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time."", 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU5MTgxODM3Nl5BMl5BanBnXkFtZTcwMjMxNDEwNA@@._V1_SX400_.jpg', 'directors': ['Todd Phillips'], 'rating': Decimal('6.5'), 'rank': Decimal('861'), 'running_time_secs': Decimal('5700')}",2010,Due Date
"{'actors': ['Emma Stone', 'Amanda Bynes', 'Penn Badgley'], 'release_date': '2010-09-11T00:00:00Z', 'plot': ""A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing."", 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX400_.jpg', 'directors': ['Will Gluck'], 'rating': Decimal('7.1'), 'rank': Decimal('352'), 'running_time_secs': Decimal('5520')}",2010,Easy A
"{'actors': ['Julia Roberts', 'Javier Bardem', 'Richard Jenkins'], 'release_date': '2010-08-13T00:00:00Z', 'plot': 'A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".', 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@._V1_SX400_.jpg', 'directors': ['Ryan Murphy'], 'rating': Decimal('5.4'), 'rank': Decimal('1444'), 'running_time_secs': Decimal('7980')}",2010,Eat Pray Love
"{'actors': ['Mel Gibson', 'Ray Winstone', 'Danny Huston'], 'release_date': '2010-01-28T00:00:00Z', 'plot': 'As homicide detective Thomas Craven investigates the death of his activist daughter, he uncovers not only her secret life, but a corporate cover-up and government collusion that attracts an agent tasked with cleaning up the evidence.', 'genres': ['Crime', 'Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTczMDk5MTg5Ml5BMl5BanBnXkFtZTcwOTYyMjE5Mg@@._V1_SX400_.jpg', 'directors': ['Martin Campbell'], 'rating': Decimal('6.6'), 'rank': Decimal('2524'), 'running_time_secs': Decimal('7020')}",2010,Edge of Darkness
"{'actors': ['Kristin Scott Thomas', 'Melusine Mayance', 'Niels Arestrup'], 'release_date': '2010-09-16T00:00:00Z', 'plot': ""In modern-day Paris, a journalist finds her life becoming entwined with a young girl whose family was torn apart during the notorious Vel' d'Hiv Roundup in 1942."", 'genres': ['Drama', 'War'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYyMzEyNzMxM15BMl5BanBnXkFtZTcwNzA5ODI1NQ@@._V1_SX400_.jpg', 'directors': ['Gilles Paquet-Brenner'], 'rating': Decimal('7.3'), 'rank': Decimal('4882'), 'running_time_secs': Decimal('6660')}",2010,Elle s'appelait Sarah
"{'actors': ['Liev Schreiber', 'Helen Hunt', 'Carla Gugino'], 'release_date': '2010-04-24T00:00:00Z', 'plot': 'A comedy about a New York City couple (Schreiber and Hunt) in romantic crisis.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkzMjE1MjEyOF5BMl5BanBnXkFtZTcwMjk3MjAzNA@@._V1_SX400_.jpg', 'directors': ['Richard Levine'], 'rating': Decimal('5.5'), 'rank': Decimal('4648'), 'running_time_secs': Decimal('5580')}",2010,Every Day
"{'actors': ['Will Ferrell', 'Rebecca Hall', 'Christopher Jordan Wallace'], 'release_date': '2010-09-10T00:00:00Z', 'plot': 'When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.', 'genres': ['Comedy', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjEwMjI0NjU2NF5BMl5BanBnXkFtZTcwMDk5Mjc4NA@@._V1_SX400_.jpg', 'directors': ['Dan Rush'], 'rating': Decimal('6.4'), 'rank': Decimal('3194'), 'running_time_secs': Decimal('5820')}",2010,Everything Must Go
"{'actors': ['Banksy', 'Space Invader', 'Mr. Brainwash'], 'release_date': '2010-01-24T00:00:00Z', 'genres': ['Documentary', 'Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE2NTg1NDM4Ml5BMl5BanBnXkFtZTcwMzMxOTkyMw@@._V1_SX400_.jpg', 'directors': ['Banksy'], 'rating': Decimal('8'), 'rank': Decimal('3510'), 'running_time_secs': Decimal('5220')}",2010,Exit Through the Gift Shop
"{'actors': ['Brendan Fraser', 'Keri Russell', 'Harrison Ford'], 'release_date': '2010-01-22T00:00:00Z', 'plot': ""A drama centered on the efforts of John and Aileen Crowley to find a researcher who might have a cure for their two children's rare genetic disorder."", 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ2Mjg5MDEyNV5BMl5BanBnXkFtZTcwMjkxMDAxMw@@._V1_SX400_.jpg', 'directors': ['Tom Vaughan'], 'rating': Decimal('6.3'), 'rank': Decimal('4582'), 'running_time_secs': Decimal('6360')}",2010,Extraordinary Measures
"{'actors': ['Naomi Watts', 'Sean Penn', 'Sonya Davison'], 'release_date': '2010-05-20T00:00:00Z', 'plot': 'CIA operative Valerie Plame discovers her identity is allegedly leaked by the government as payback for an op-ed article her husband wrote criticizing the Bush administration.', 'genres': ['Biography', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIyOTg1NzU0Ml5BMl5BanBnXkFtZTcwMjA2OTY5Mw@@._V1_SX400_.jpg', 'directors': ['Doug Liman'], 'rating': Decimal('6.8'), 'rank': Decimal('2922'), 'running_time_secs': Decimal('6480')}",2010,Fair Game
"{'actors': ['Dwayne Johnson', 'Billy Bob Thornton', 'Maggie Grace'], 'release_date': '2010-11-24T00:00:00Z', 'plot': ""An ex-con sets out to avenge his brother's death after they were double-crossed during a heist years ago. During his campaign, however, he's tracked by a veteran cop and an egocentric hit man."", 'genres': ['Action', 'Crime', 'Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTMyOTQ5MTAxOF5BMl5BanBnXkFtZTcwOTYzMDg5Mw@@._V1_SX400_.jpg', 'directors': ['George Tillman Jr.'], 'rating': Decimal('6.4'), 'rank': Decimal('1777'), 'running_time_secs': Decimal('5880')}",2010,Faster
"{'actors': ['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay'], 'release_date': '2010-08-06T00:00:00Z', 'plot': 'Two eighth graders start to have feelings for each other despite being total opposites. Based on the novel ""Flipped"" by Wendelin Van Draanen.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU2NjQ1Nzc4MF5BMl5BanBnXkFtZTcwNTM0NDk1Mw@@._V1_SX400_.jpg', 'directors': ['Rob Reiner'], 'rating': Decimal('7.5'), 'rank': Decimal('1186'), 'running_time_secs': Decimal('5400')}",2010,Flipped
"{'actors': ['Janet Jackson', 'Anika Noni Rose', 'Whoopi Goldberg'], 'release_date': '2010-11-05T00:00:00Z', 'plot': 'Each of the women portray one of the characters represented in the collection of twenty poems, revealing different issues that impact women in general and women of color in particular.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTExMTA5NjkxNjVeQTJeQWpwZ15BbWU3MDg0NDM5OTM@._V1_SX400_.jpg', 'directors': ['Tyler Perry'], 'rating': Decimal('5.3'), 'rank': Decimal('1986'), 'running_time_secs': Decimal('7980')}",2010,For Colored Girls
"{'actors': ['Will Adamsdale', 'Riz Ahmed', 'Adeel Akhtar'], 'release_date': '2010-01-23T00:00:00Z', 'plot': 'Four incompetent British jihadists set out to train for and commit an act of terror.', 'genres': ['Comedy', 'Crime', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTczNDQxNzI0NF5BMl5BanBnXkFtZTcwNDM0NzEwNA@@._V1_SX400_.jpg', 'directors': ['Christopher Morris'], 'rating': Decimal('7.2'), 'rank': Decimal('2685'), 'running_time_secs': Decimal('5820')}",2010,Four Lions
"{'actors': ['John Travolta', 'Jonathan Rhys Meyers', 'Kasia Smutniak'], 'release_date': '2010-02-04T00:00:00Z', 'plot': 'In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city.', 'genres': ['Action', 'Crime', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDUyMzExOTAyM15BMl5BanBnXkFtZTcwMTU0NjAyMw@@._V1_SX400_.jpg', 'directors': ['Pierre Morel'], 'rating': Decimal('6.4'), 'rank': Decimal('1989'), 'running_time_secs': Decimal('5520')}",2010,From Paris with Love
"{'actors': ['Shawn Ashmore', 'Emma Bell', 'Kevin Zegers'], 'release_date': '2010-01-24T00:00:00Z', 'plot': 'Three skiers are stranded on a chairlift and forced to make life-or-death choices that prove more perilous than staying put and freezing to death', 'genres': ['Drama', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTc5MTg0ODgxMF5BMl5BanBnXkFtZTcwODEzOTYwMw@@._V1_SX400_.jpg', 'directors': ['Adam Green'], 'rating': Decimal('6.2'), 'rank': Decimal('2277'), 'running_time_secs': Decimal('5580')}",2010,Frozen
"{'actors': ['Jonah Hill', 'Russell Brand', 'Elisabeth Moss'], 'release_date': '2010-06-03T00:00:00Z', 'plot': ""A record company intern is hired to accompany out-of-control British rock star Aldous Snow to a concert at L.A.'s Greek Theater."", 'genres': ['Comedy', 'Music'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIyMzQ0MjExNV5BMl5BanBnXkFtZTcwMzkyMzgxMw@@._V1_SX400_.jpg', 'directors': ['Nicholas Stoller'], 'rating': Decimal('6.4'), 'rank': Decimal('1129'), 'running_time_secs': Decimal('6540')}",2010,Get Him to the Greek
"{'actors': ['Drew Barrymore', 'Justin Long', 'Ron Livingston'], 'release_date': '2010-08-27T00:00:00Z', 'plot': 'A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX400_.jpg', 'directors': ['Nanette Burstein'], 'rating': Decimal('6.3'), 'rank': Decimal('2071'), 'running_time_secs': Decimal('6120')}",2010,Going the Distance
"{'actors': ['Matt Damon', 'Jason Isaacs', 'Greg Kinnear'], 'release_date': '2010-02-26T00:00:00Z', 'plot': 'Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.', 'genres': ['Action', 'Drama', 'Thriller', 'War'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYzMTA1NDMyNV5BMl5BanBnXkFtZTcwMzUwODY5Mg@@._V1_SX400_.jpg', 'directors': ['Paul Greengrass'], 'rating': Decimal('6.9'), 'rank': Decimal('2305'), 'running_time_secs': Decimal('6900')}",2010,Green Zone
"{'actors': ['Ben Stiller', 'Greta Gerwig', 'Jennifer Jason Leigh'], 'release_date': '2010-02-14T00:00:00Z', 'plot': ""A man from Los Angeles, who moved to New York years ago, returns to L.A. to figure out his life while he house-sits for his brother. He soon sparks with his brother's assistant."", 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU4MzY4OTY0NF5BMl5BanBnXkFtZTcwOTc3OTQwMw@@._V1_SX400_.jpg', 'directors': ['Noah Baumbach'], 'rating': Decimal('6.1'), 'rank': Decimal('3129'), 'running_time_secs': Decimal('6420')}",2010,Greenberg
"{'actors': ['Adam Sandler', 'Salma Hayek', 'Kevin James'], 'release_date': '2010-06-24T00:00:00Z', 'plot': 'After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA0ODYwNzU5Nl5BMl5BanBnXkFtZTcwNTI1MTgxMw@@._V1_SX400_.jpg', 'directors': ['Dennis Dugan'], 'rating': Decimal('5.8'), 'rank': Decimal('294'), 'running_time_secs': Decimal('6120')}",2010,Grown Ups
"{'actors': ['Jack Black', 'Emily Blunt', 'Jason Segel'], 'release_date': '2010-12-22T00:00:00Z', 'plot': 'Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.', 'genres': ['Adventure', 'Comedy', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU0NTUwOTM3Nl5BMl5BanBnXkFtZTcwMDA3NjIwNA@@._V1_SX400_.jpg', 'directors': ['Rob Letterman'], 'rating': Decimal('4.8'), 'rank': Decimal('2997'), 'running_time_secs': Decimal('5100')}",2010,Gulliver's Travels
"{'actors': ['Elena Anaya', 'Natasha Yarovenko', 'Enrico Lo Verso'], 'release_date': '2010-04-24T00:00:00Z', 'plot': 'A hotel room in the center of Rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.', 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNzIwODYzOTIyN15BMl5BanBnXkFtZTcwNTQwODM2NA@@._V1_SX400_.jpg', 'directors': ['Julio Medem'], 'rating': Decimal('6'), 'rank': Decimal('1575'), 'running_time_secs': Decimal('6540')}",2010,Habitacion en Roma
"{'actors': ['Mikael Persbrandt', 'Trine Dyrholm', 'Markus Rygaard'], 'release_date': '2010-08-26T00:00:00Z', 'plot': 'The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNDY2OTE5MzE0Nl5BMl5BanBnXkFtZTcwNDAyOTc2NA@@._V1_SX400_.jpg', 'directors': ['Susanne Bier'], 'rating': Decimal('7.6'), 'rank': Decimal('2802'), 'running_time_secs': Decimal('7140')}",2010,Haevnen
"{'actors': ['Josh Radnor', 'Malin Akerman', 'Zoe Kazan'], 'release_date': '2010-01-20T00:00:00Z', 'plot': 'Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTk3NDgwODQ5NF5BMl5BanBnXkFtZTcwMTY5MjMzNA@@._V1_SX400_.jpg', 'directors': ['Josh Radnor'], 'rating': Decimal('6.7'), 'rank': Decimal('2320'), 'running_time_secs': Decimal('6000')}",2010,Happythankyoumoreplease
"{'actors': ['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint'], 'release_date': '2010-11-11T00:00:00Z', 'plot': 'As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.', 'genres': ['Adventure', 'Family', 'Fantasy', 'Mystery'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX400_.jpg', 'directors': ['David Yates'], 'rating': Decimal('7.6'), 'rank': Decimal('532'), 'running_time_secs': Decimal('8760')}",2010,Harry Potter and the Deathly Hallows: Part 1
"{'actors': ['Keanu Reeves', 'Vera Farmiga', 'James Caan'], 'release_date': '2010-09-14T00:00:00Z', 'plot': ""Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing."", 'genres': ['Comedy', 'Crime', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjI4MzM4OTY3MF5BMl5BanBnXkFtZTcwOTMzMjI3NA@@._V1_SX400_.jpg', 'directors': ['Malcolm Venville'], 'rating': Decimal('5.9'), 'rank': Decimal('4718'), 'running_time_secs': Decimal('6480')}",2010,Henry's Crime
"{'actors': ['Matt Damon', 'Cecile De France', 'Bryce Dallas Howard'], 'release_date': '2010-09-12T00:00:00Z', 'plot': 'A drama centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.', 'genres': ['Drama', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@._V1_SX400_.jpg', 'directors': ['Clint Eastwood'], 'rating': Decimal('6.5'), 'rank': Decimal('1191'), 'running_time_secs': Decimal('7740')}",2010,Hereafter
"{'actors': ['Joseph Gordon-Levitt', 'Devin Brochu', 'Natalie Portman'], 'release_date': '2010-01-22T00:00:00Z', 'plot': 'A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTUzMjU1NzY4NV5BMl5BanBnXkFtZTcwODg0ODU4NA@@._V1_SX400_.jpg', 'directors': ['Spencer Susser'], 'rating': Decimal('7'), 'rank': Decimal('1593'), 'running_time_secs': Decimal('6360')}",2010,Hesher
"{'actors': ['Matt Bush', 'Sean Marquette', 'Adrien Brody'], 'release_date': '2010-01-24T00:00:00Z', 'plot': 'A high school valedictorian who gets baked with the local stoner finds himself the subject of a drug test. The situation causes him to concoct an ambitious plan to get his entire graduating class to face the same fate, and fail.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM0MDk0OTY2M15BMl5BanBnXkFtZTcwODI1MDQ3Nw@@._V1_SX400_.jpg', 'directors': ['John Stalberg'], 'rating': Decimal('5.6'), 'rank': Decimal('4007'), 'running_time_secs': Decimal('5940')}",2010,High School
"{'actors': ['John Cusack', 'Rob Corddry', 'Craig Robinson'], 'release_date': '2010-03-26T00:00:00Z', 'plot': 'A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.', 'genres': ['Adventure', 'Comedy', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQwMjExODA4Ml5BMl5BanBnXkFtZTcwNTYwMDYxMw@@._V1_SX400_.jpg', 'directors': ['Steve Pink'], 'rating': Decimal('6.4'), 'rank': Decimal('1282'), 'running_time_secs': Decimal('6060')}",2010,Hot Tub Time Machine
"{'actors': ['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson'], 'release_date': '2010-12-13T00:00:00Z', 'plot': 'After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX400_.jpg', 'directors': ['James L. Brooks'], 'rating': Decimal('5.3'), 'rank': Decimal('2130'), 'running_time_secs': Decimal('7260')}",2010,How Do You Know
"{'actors': ['Josh Meyers', 'Krysten Ritter', 'Eugene Byrd'], 'release_date': '2010-06-30T00:00:00Z', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE2MDg5Mjc4NV5BMl5BanBnXkFtZTcwMTM1MjY4Mw@@._V1_SX400_.jpg', 'directors': ['Scott Culver'], 'rating': Decimal('4'), 'rank': Decimal('4667')}",2010,How to Make Love to a Woman
"{'actors': ['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse'], 'release_date': '2010-03-18T00:00:00Z', 'plot': 'A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_SX400_.jpg', 'directors': ['Dean DeBlois', 'Chris Sanders'], 'rating': Decimal('8.1'), 'rank': Decimal('381'), 'running_time_secs': Decimal('5880')}",2010,How to Train Your Dragon
"{'actors': ['James Franco', 'Todd Rotondi', 'Jon Prescott'], 'release_date': '2010-01-21T00:00:00Z', 'plot': 'As Allen Ginsberg talks about his life and art, his most famous poem is illustrated in animation while the obscenity trial of the work is dramatized.', 'genres': ['Biography', 'Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU2MTMzNTMyM15BMl5BanBnXkFtZTcwOTMyMTY2Mw@@._V1_SX400_.jpg', 'directors': ['Rob Epstein', 'Jeffrey Friedman'], 'rating': Decimal('6.6'), 'rank': Decimal('4721'), 'running_time_secs': Decimal('5040')}",2010,Howl
"{'actors': ['Sarah Butler', 'Jeff Branson', 'Andrew Howard'], 'release_date': '2010-05-01T00:00:00Z', 'plot': 'A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.', 'genres': ['Crime', 'Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkxMTE3NzEzMl5BMl5BanBnXkFtZTcwMzc4MTU2Mw@@._V1_SX400_.jpg', 'directors': ['Steven R. Monroe'], 'rating': Decimal('6.2'), 'rank': Decimal('136'), 'running_time_secs': Decimal('6480')}",2010,I Spit on Your Grave
"{'actors': ['Joaquin Phoenix', 'Antony Langdon', 'Carey Perloff'], 'release_date': '2010-09-06T00:00:00Z', 'plot': ""Documenting Joaquin Phoenix's transition from the acting world to a career as an aspiring rapper."", 'genres': ['Comedy', 'Drama', 'Music'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BNTE5NjA2NzM5Ml5BMl5BanBnXkFtZTcwODg5NTE3Mw@@._V1_SX400_.jpg', 'directors': ['Casey Affleck'], 'rating': Decimal('6'), 'rank': Decimal('4533'), 'running_time_secs': Decimal('6480')}",2010,I'm Still Here
"{'actors': ['Lubna Azabal', 'Melissa Desormeaux-Poulin', 'Maxim Gaudette'], 'release_date': '2010-09-04T00:00:00Z', 'plot': ""Twins journey to the Middle East to discover their family history, and fulfill their mother's last wishes."", 'genres': ['Drama', 'Mystery', 'War'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1_SX400_.jpg', 'directors': ['Denis Villeneuve'], 'rating': Decimal('8.1'), 'rank': Decimal('606'), 'running_time_secs': Decimal('8340')}",2010,Incendies
"{'actors': ['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ellen Page'], 'release_date': '2010-07-08T00:00:00Z', 'plot': 'A skilled extractor is offered a chance to regain his old life as payment for a task considered to be impossible.', 'genres': ['Action', 'Adventure', 'Mystery', 'Sci-Fi', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_SX400_.jpg', 'directors': ['Christopher Nolan'], 'rating': Decimal('8.8'), 'rank': Decimal('121'), 'running_time_secs': Decimal('8880')}",2010,Inception
"{'actors': ['Matt Damon', 'William Ackman', 'Daniel Alpert'], 'release_date': '2010-02-02T00:00:00Z', 'plot': 'Takes a closer look at what brought about the financial meltdown.', 'genres': ['Documentary', 'Crime'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_SX400_.jpg', 'directors': ['Charles Ferguson'], 'rating': Decimal('8.1'), 'rank': Decimal('1927'), 'running_time_secs': Decimal('6300')}",2010,Inside Job
"{'actors': ['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins'], 'release_date': '2010-09-14T00:00:00Z', 'plot': 'A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.', 'genres': ['Horror', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SX400_.jpg', 'directors': ['James Wan'], 'rating': Decimal('6.7'), 'rank': Decimal('71'), 'running_time_secs': Decimal('6180')}",2010,Insidious
"{'actors': ['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow'], 'release_date': '2010-04-26T00:00:00Z', 'plot': ""Tony Stark has declared himself Iron Man and installed world peace... or so he thinks. He soon realizes that not only is there a mad man out to kill him with his own technology, but there's something more: he is dying."", 'genres': ['Action', 'Adventure', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_SX400_.jpg', 'directors': ['Jon Favreau'], 'rating': Decimal('7'), 'rank': Decimal('276'), 'running_time_secs': Decimal('7440')}",2010,Iron Man 2
